category,command,type,description,permissions,entrypoint,implementation,options_or_args,status,notes
Thông báo/Boss/Lịch,customId:canceldeleteall_*,button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/admin/thongbao/xoatoanbodanhsachthanhvien.js:146,canceldeleteall_*,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:confirm_delete_all_{...},button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/xoahetthongbao.js:37,confirm_delete_all_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:confirm_edit_{...},button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/suathongbao.js:116,confirm_edit_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:confirmdeleteall_{...},button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/admin/thongbao/xoatoanbodanhsachthanhvien.js:55,confirmdeleteall_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:confirmdeleteall_*,button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/admin/thongbao/xoatoanbodanhsachthanhvien.js:73,confirmdeleteall_*,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:delguild_{...}_{...}_{...},button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/thongbaoguild.js:497,delguild_{...}_{...}_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:event_role_select,select,Flow component event_role_select.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/nhacnho.js:46,event_role_select,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:schedule_english,button,Flow component schedule_english.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/thongbaoguild.js:7,schedule_english,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:voteboss_*,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:281,src/events/client/interactionCreate.js:281,voteboss_*,active,Route trực tiếp trong interactionCreate.
Thông báo/Boss/Lịch,customId:voteboss_*,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/voteHandlers.js:51,voteboss_*,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:voteboss_day1,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votebosssolo.js:182,voteboss_day1,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:voteboss_day2,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votebosssolo.js:208,voteboss_day2,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:voteboss_end,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votebosssolo.js:233,voteboss_end,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:voteboss_result,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votebosssolo.js:232,voteboss_result,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:voteboss_time1,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votebosssolo.js:195,voteboss_time1,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:voteboss_time2,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votebosssolo.js:221,voteboss_time2,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:album_delete_{...}_{...},button,Điều hướng album ảnh.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/album.js:74,album_delete_{...}_{...},active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:album_next_{...}_{...},button,Điều hướng album ảnh.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/album.js:61,album_next_{...}_{...},active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:album_page_{...},button,Điều hướng album ảnh.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/album.js:56,album_page_{...},active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:album_prev_{...}_{...},button,Điều hướng album ảnh.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/album.js:51,album_prev_{...}_{...},active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votecustom_end,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/vote.js:121,votecustom_end,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votecustom_select,select,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/vote.js:109,votecustom_select,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:voteevent_btn_pvp,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/voteevent.js:203,voteevent_btn_pvp,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:voteevent_btn_yentiec,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/voteevent.js:198,voteevent_btn_yentiec,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:voteevent_pvp_time,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/voteevent.js:298,voteevent_pvp_time,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:voteevent_yentiec_time,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/voteevent.js:275,voteevent_yentiec_time,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votegio_{...},button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votegioevent.js:132,votegio_{...},active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votegio_end,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votegioevent.js:144,votegio_end,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votengay_{...},button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votengayevent.js:139,votengay_{...},active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votengay_end,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votengayevent.js:155,votengay_end,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votepvp_day1,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votepvpsolo.js:182,votepvp_day1,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votepvp_day2,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votepvpsolo.js:208,votepvp_day2,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votepvp_end,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votepvpsolo.js:233,votepvp_end,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votepvp_time1,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votepvpsolo.js:195,votepvp_time1,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:votepvp_time2,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votepvpsolo.js:221,votepvp_time2,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:voteyentiec_end,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/voteyentiec.js:111,voteyentiec_end,active,Pattern phát hiện trong handler/collector.
Ứng dụng tiện ích,customId:voteyentiec_time,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/voteyentiec.js:98,voteyentiec_time,active,Pattern phát hiện trong handler/collector.
Web phụ trợ,WebBangChien/battle_timer.html,web,"Timer Bang Chiến có mốc cảnh báo, âm thanh, notification.",Theo truy cập web/static,WebBangChien/battle_timer.html,WebBangChien/battle_timer.html,title=⚔️ Bang Chiến Timer — Lang Gia,active,
Web phụ trợ,WebBangChien/callback.html,web,Callback xác thực Discord OAuth qua Supabase.,Discord OAuth/Supabase policy tùy trang,WebBangChien/callback.html,WebBangChien/callback.html,title=Đang xác thực Discord...,active,
Web phụ trợ,WebBangChien/coin-editor.html,web,Công cụ chỉnh coin/tài nguyên web.,Theo truy cập web/static,WebBangChien/coin-editor.html,WebBangChien/coin-editor.html,title=🪙 Coin Effect Editor — Lang Gia,active,
Web phụ trợ,WebBangChien/cpopup.css,web,CSS popup UI dùng trong web Bang Chiến.,Theo truy cập web/static,WebBangChien/cpopup.css,WebBangChien/cpopup.css,,active,
Web phụ trợ,WebBangChien/cpopup.js,web,Script popup UI dùng trong web Bang Chiến.,Theo truy cập web/static,WebBangChien/cpopup.js,WebBangChien/cpopup.js,,active,
Web phụ trợ,WebBangChien/index.html,web,"Dashboard Bang Chiến tổng quan, đăng ký/xem đội hình và đồng bộ Supabase.",Theo truy cập web/static,WebBangChien/index.html,WebBangChien/index.html,title=Lang Gia - Bang Chiến,active,
Web phụ trợ,WebBangChien/manifest.json,web,Manifest PWA/web app.,Theo truy cập web/static,WebBangChien/manifest.json,WebBangChien/manifest.json,,active,
Web phụ trợ,WebBangChien/map_editor.html,web,Editor map/marker chiến thuật.,Theo truy cập web/static,WebBangChien/map_editor.html,WebBangChien/map_editor.html,title=Bản Đồ Editor (Pro UI),active,
Web phụ trợ,WebBangChien/tactic_sketch.html,web,Công cụ vẽ/phác thảo chiến thuật.,Theo truy cập web/static,WebBangChien/tactic_sketch.html,WebBangChien/tactic_sketch.html,title=Phác Thảo Chiến Thuật - Lang Gia,active,
